Time(us),AX
5903091,-1.37
5903424,-1.37
5903757,-1.37
5904090,-1.37
5904423,-1.37
5904756,-1.37
5905089,-1.37
5905422,-1.37
5905755,-1.37
5906088,-1.37
5906754,-1.37
5907087,-1.37
5907420,-1.37
5907753,-0.76
5908086,-0.76
5908419,-0.76
5908752,-0.76
5909085,-0.76
5909418,-0.76
5909751,-0.76
5910084,-0.76
5910417,-0.76
5910750,-0.76
5911083,-0.76
5911416,-0.76
5911749,-0.76
5912082,-0.76
5912748,-0.76
5913081,-1.26
5913414,-1.26
5913747,-1.26
5914080,-1.26
5914413,-1.26
5914746,-1.26
5915079,-1.26
5915412,-1.26
5915745,-1.26
5916078,-1.26
5916411,-1.26
5916744,-1.26
5917077,-1.26
5917410,-1.26
5917743,-1.06
5918076,-1.06
5918742,-1.06
5919075,-1.06
5919408,-1.06
5919741,-1.06
5920074,-1.06
5920407,-1.06
5920740,-1.06
5921073,-1.06
5921406,-1.06
5921739,-1.06
5922072,-1.06
5922405,-1.06
5922738,-1.23
5923071,-1.23
5923404,-1.23
5923737,-1.23
5924070,-1.23
5924403,-1.23
5925069,-1.23
5925402,-1.23
5925735,-1.23
5926068,-1.23
5926401,-1.23
5926734,-1.23
5927067,-1.23
5927400,-0.9
5927733,-0.9
5928066,-0.9
5928399,-0.9
5928732,-0.9
5929065,-0.9
5929398,-0.9
5929731,-0.9
5930064,-0.9
5930397,-0.9
5931063,-0.9
5931396,-0.9
5931729,-0.9
5932062,-0.9
5932395,-1.21
5932728,-1.21
5933061,-1.21
5933394,-1.21
5933727,-1.21
5934060,-1.21
5934393,-1.21
5934726,-1.21
5935059,-1.21
5935392,-1.21
5935725,-1.21
5936058,-1.21
5936391,-1.21
5937057,-1.21
5937390,-1.21
5937723,-1.19
5938056,-1.19
5938389,-1.19
5938722,-1.19
5939055,-1.19
5939388,-1.19
5939721,-1.19
5940054,-1.19
5940387,-1.19
5940720,-1.19
5941053,-1.19
5941386,-1.19
5941719,-1.19
5942052,-1.19
5942385,-0.94
5942718,-0.94
5943384,-0.94
5943717,-0.94
5944050,-0.94
5944383,-0.94
5944716,-0.94
5945049,-0.94
5945382,-0.94
5945715,-0.94
5946048,-0.94
5946381,-0.94
5946714,-0.94
5947047,-0.94
5947380,-1.26
5947713,-1.26
5948046,-1.26
5948379,-1.26
5948712,-1.26
5949378,-1.26
5949711,-1.26
5950044,-1.26
5950377,-1.26
5950710,-1.26
5951043,-1.26
5951376,-1.26
5951709,-1.26
5952042,-1.26
5952375,-0.74
5952708,-0.74
5953041,-0.74
5953374,-0.74
5953707,-0.74
5954040,-0.74
5954373,-0.74
5954706,-0.74
5955372,-0.74
5955705,-0.74
5956038,-0.74
5956371,-0.74
5956704,-0.74
5957037,-0.74
5957370,-1.42
5957703,-1.42
5958036,-1.42
5958369,-1.42
5958702,-1.42
5959035,-1.42
5959368,-1.42
5959701,-1.42
5960034,-1.42
5960367,-1.42
5960700,-1.42
5961366,-1.42
5961699,-1.42
5962032,-1.42
5962365,-1.15
5962698,-1.15
5963031,-1.15
5963364,-1.15
5963697,-1.15
5964030,-1.15
5964363,-1.15
5964696,-1.15
5965029,-1.15
5965362,-1.15
5965695,-1.15
5966028,-1.15
5966361,-1.15
5966694,-1.15
5967027,-1.15
5967693,-0.88
5968026,-0.88
5968359,-0.88
5968692,-0.88
5969025,-0.88
5969358,-0.88
5969691,-0.88
5970024,-0.88
5970357,-0.88
5970690,-0.88
5971023,-0.88
5971356,-0.88
5971689,-0.88
5972022,-0.88
5972355,-0.78
5972688,-0.78
5973021,-0.78
5973687,-0.78
5974020,-0.78
5974353,-0.78
5974686,-0.78
5975019,-0.78
5975352,-0.78
5975685,-0.78
5976018,-0.78
5976351,-0.78
5976684,-0.78
5977017,-0.78
5977350,-1.24
5977683,-1.24
5978016,-1.24
5978349,-1.24
5978682,-1.24
5979015,-1.24
5979681,-1.24
5980014,-1.24
5980347,-1.24
5980680,-1.24
5981013,-1.24
5981346,-1.24
5981679,-1.24
5982012,-1.24
5982345,-0.81
5982678,-0.81
5983011,-0.81
5983344,-0.81
5983677,-0.81
5984010,-0.81
5984343,-0.81
5984676,-0.81
5985009,-0.81
5985342,-0.81
5986008,-0.81
5986341,-0.81
5986674,-0.81
5987007,-0.81
5987340,-0.97
5987673,-0.97
5988006,-0.97
5988339,-0.97
5988672,-0.97
5989005,-0.97
5989338,-0.97
5989671,-0.97
5990004,-0.97
5990337,-0.97
5990670,-0.97
5991003,-0.97
5991336,-0.97
5992002,-0.97
5992335,-0.97
5992668,-1.12
5993001,-1.12
5993334,-1.12
5993667,-1.12
5994000,-1.12
5994333,-1.12
5994666,-1.12
5994999,-1.12
5995332,-1.12
5995665,-1.12
5995998,-1.12
5996331,-1.12
5996664,-1.12
5996997,-1.2
5997330,-1.2
5997996,-1.2
5998329,-1.2
5998662,-1.2
5998995,-1.2
5999328,-1.2
5999661,-1.2
5999994,-1.2
6000327,-1.2
6000660,-1.2
6000993,-1.2
6001326,-1.2
6001659,-1.2
6001992,-1.19
6002325,-1.19
6002658,-1.19
6002991,-1.19
6003324,-1.19
6003990,-1.19
6004323,-1.19
6004656,-1.19
6004989,-1.19
6005322,-1.19
6005655,-1.19
6005988,-1.19
6006321,-1.19
6006654,-1.19
6006987,-0.95
6007320,-0.95
6007653,-0.95
6007986,-0.95
6008319,-0.95
6008652,-0.95
6008985,-0.95
6009318,-0.95
6009651,-0.95
6010317,-0.95
6010650,-0.95
6010983,-0.95
6011316,-0.95
6011649,-0.95
6011982,-0.87
6012315,-0.87
6012648,-0.87
6012981,-0.87
6013314,-0.87
6013647,-0.87
6013980,-0.87
6014313,-0.87
6014646,-0.87
6014979,-0.87
6015312,-0.87
6015645,-0.87
6016311,-0.87
6016644,-0.87
6016977,-0.87
6017310,-0.9
6017643,-0.9
6017976,-0.9
6018309,-0.9
6018642,-0.9
6018975,-0.9
6019308,-0.9
6019641,-0.9
6019974,-0.9
6020307,-0.9
6020640,-0.9
6020973,-0.9
6021306,-0.9
6021639,-0.9
6022305,-0.88
6022638,-0.88
6022971,-0.88
6023304,-0.88
6023637,-0.88
6023970,-0.88
6024303,-0.88
6024636,-0.88
6024969,-0.88
6025302,-0.88
6025635,-0.88
6025968,-0.88
6026301,-0.88
6026634,-0.88
6026967,-1.63
6027300,-1.63
6027633,-1.63
6027966,-1.63
6028632,-1.63
6028965,-1.63
6029298,-1.63
6029631,-1.63
6029964,-1.63
6030297,-1.63
6030630,-1.63
6030963,-1.63
6031296,-1.63
6031629,-1.63
6031962,-0.9
6032295,-0.9
6032628,-0.9
6032961,-0.9
6033294,-0.9
6033627,-0.9
6033960,-0.9
6034626,-0.9
6034959,-0.9
6035292,-0.9
6035625,-0.9
6035958,-0.9
6036291,-0.9
6036624,-0.9
6036957,-0.94
6037290,-0.94
6037623,-0.94
6037956,-0.94
6038289,-0.94
6038622,-0.94
6038955,-0.94
6039288,-0.94
6039621,-0.94
6039954,-0.94
6040620,-0.94
6040953,-0.94
6041286,-0.94
6041619,-0.94
6041952,-1.08
6042285,-1.08
6042618,-1.08
6042951,-1.08
6043284,-1.08
6043617,-1.08
6043950,-1.08
6044283,-1.08
6044616,-1.08
6044949,-1.08
6045282,-1.08
6045615,-1.08
6045948,-1.08
6046614,-1.08
6046947,-1.08
6047280,-0.85
6047613,-0.85
6047946,-0.85
6048279,-0.85
6048612,-0.85
6048945,-0.85
6049278,-0.85
6049611,-0.85
6049944,-0.85
6050277,-0.85
6050610,-0.85
6050943,-0.85
6051276,-0.85
6051609,-0.85
6051942,-1.33
6052275,-1.33
6052941,-1.33
6053274,-1.33
6053607,-1.33
6053940,-1.33
6054273,-1.33
6054606,-1.33
6054939,-1.33
6055272,-1.33
6055605,-1.33
6055938,-1.33
6056271,-1.33
6056604,-1.33
6056937,-0.97
6057270,-0.97
6057603,-0.97
6057936,-0.97
6058269,-0.97
6058935,-0.97
6059268,-0.97
6059601,-0.97
6059934,-0.97
6060267,-0.97
6060600,-0.97
6060933,-0.97
6061266,-0.97
6061599,-0.97
6061932,-1
6062265,-1
6062598,-1
6062931,-1
6063264,-1
6063597,-1
6063930,-1
6064263,-1
6064929,-1
6065262,-1
6065595,-1
6065928,-1
6066261,-1
6066594,-1.16
6066927,-1.16
6067260,-1.16
6067593,-1.16
6067926,-1.16
6068259,-1.16
6068592,-1.16
6068925,-1.16
6069258,-1.16
6069591,-1.16
6069924,-1.16
6070257,-1.16
6070590,-1.16
6071256,-1.16
6071589,-1.16
6071922,-1.01
6072255,-1.01
6072588,-1.01
6072921,-1.01
6073254,-1.01
6073587,-1.01
6073920,-1.01
6074253,-1.01
6074586,-1.01
6074919,-1.01
6075252,-1.01
6075585,-1.01
6075918,-1.01
6076251,-1.01
6076584,-1.03
6077250,-1.03
6077583,-1.03
6077916,-1.03
6078249,-1.03
6078582,-1.03
6078915,-1.03
6079248,-1.03
6079581,-1.03
6079914,-1.03
6080247,-1.03
6080580,-1.03
6080913,-1.03
6081246,-1.03
6081579,-1.26
6081912,-1.26
6082245,-1.26
6082578,-1.26
6083244,-1.26
6083577,-1.26
6083910,-1.26
6084243,-1.26
6084576,-1.26
6084909,-1.26
6085242,-1.26
6085575,-1.26
6085908,-1.26
6086241,-1.26
6086574,-0.98
6086907,-0.98
6087240,-0.98
6087573,-0.98
6087906,-0.98
6088239,-0.98
6088572,-0.98
6089238,-0.98
6089571,-0.98
6089904,-0.98
6090237,-0.98
6090570,-0.98
6090903,-0.98
6091236,-0.98
6091569,-1.17
6091902,-1.17
6092235,-1.17
6092568,-1.17
6092901,-1.17
6093234,-1.17
6093567,-1.17
6093900,-1.17
6094233,-1.17
6094566,-1.17
6094899,-1.17
6095565,-1.17
6095898,-1.17
6096231,-1.17
6096564,-1.17
6096897,-1.17
6097230,-1.17
6097563,-1.17
6097896,-1.17
6098229,-1.17
6098562,-1.17
6098895,-1.17
6099228,-1.17
6099561,-1.17
6099894,-1.17
6100227,-1.17
6100560,-1.17
6100893,-1.17
6101559,-1.17
6101892,-1.04
6102225,-1.04
6102558,-1.04
6102891,-1.04
6103224,-1.04
6103557,-1.04
6103890,-1.04
6104223,-1.04
6104556,-1.04
6104889,-1.04
6105222,-1.04
6105555,-1.04
6105888,-1.04
6106221,-1.04
6106554,-1.38
6106887,-1.38
6107553,-1.38
6107886,-1.38
6108219,-1.38
6108552,-1.38
6108885,-1.38
6109218,-1.38
6109551,-1.38
6109884,-1.38
6110217,-1.38
6110550,-1.38
6110883,-1.38
6111216,-1.38
6111549,-0.74
6111882,-0.74
6112215,-0.74
6112548,-0.74
6112881,-0.74
6113214,-0.74
6113880,-0.74
6114213,-0.74
6114546,-0.74
6114879,-0.74
6115212,-0.74
6115545,-0.74
6115878,-0.74
6116211,-0.74
6116544,-1.36
6116877,-1.36
6117210,-1.36
6117543,-1.36
6117876,-1.36
6118209,-1.36
6118542,-1.36
6118875,-1.36
6119208,-1.36
6119874,-1.36
6120207,-1.36
6120540,-1.36
6120873,-1.36
6121206,-1.36
6121539,-0.76
6121872,-0.76
6122205,-0.76
6122538,-0.76
6122871,-0.76
6123204,-0.76
6123537,-0.76
6123870,-0.76
6124203,-0.76
6124536,-0.76
6124869,-0.76
6125202,-0.76
6125868,-0.76
6126201,-0.76
6126534,-0.76
6126867,-0.88
6127200,-0.88
6127533,-0.88
6127866,-0.88
6128199,-0.88
6128532,-0.88
6128865,-0.88
6129198,-0.88
6129531,-0.88
6129864,-0.88
6130197,-0.88
6130530,-0.88
6130863,-0.88
6131196,-1
6131862,-1
6132195,-1
6132528,-1
6132861,-1
6133194,-1
6133527,-1
6133860,-1
6134193,-1
6134526,-1
6134859,-1
6135192,-1
6135525,-1
6135858,-1
6136191,-0.83
6136524,-0.83
6136857,-0.83
6137190,-0.83
6137523,-0.83
6138189,-0.83
6138522,-0.83
6138855,-0.83
6139188,-0.83
6139521,-0.83
6139854,-0.83
6140187,-0.83
6140520,-0.83
6140853,-0.83
6141186,-1.36
6141519,-1.36
6141852,-1.36
6142185,-1.36
6142518,-1.36
6142851,-1.36
6143184,-1.36
6143517,-1.36
6144183,-1.36
6144516,-1.36
6144849,-1.36
6145182,-1.36
6145515,-1.36
6145848,-1.36
6146181,-1
6146514,-1
6146847,-1
6147180,-1
6147513,-1
6147846,-1
6148179,-1
6148512,-1
6148845,-1
6149178,-1
6149511,-1
6150177,-1
6150510,-1
6150843,-1
6151176,-1.11
6151509,-1.11
6151842,-1.11
6152175,-1.11
6152508,-1.11
6152841,-1.11
6153174,-1.11
6153507,-1.11
6153840,-1.11
6154173,-1.11
6154506,-1.11
6154839,-1.11
6155172,-1.11
6155505,-1.11
6155838,-1.11
6156504,-0.96
6156837,-0.96
6157170,-0.96
6157503,-0.96
6157836,-0.96
6158169,-0.96
6158502,-0.96
6158835,-0.96
6159168,-0.96
6159501,-0.96
6159834,-0.96
6160167,-0.96
6160500,-0.96
6160833,-0.96
6161166,-0.81
6161499,-0.81
6161832,-0.81
6162498,-0.81
6162831,-0.81
6163164,-0.81
6163497,-0.81
6163830,-0.81
6164163,-0.81
6164496,-0.81
6164829,-0.81
6165162,-0.81
6165495,-0.81
6165828,-0.81
6166161,-1.09
6166494,-1.09
6166827,-1.09
6167160,-1.09
6167493,-1.09
6167826,-1.09
6168492,-1.09
6168825,-1.09
6169158,-1.09
6169491,-1.09
6169824,-1.09
6170157,-1.09
6170490,-1.09
6170823,-1.09
6171156,-0.9
6171489,-0.9
6171822,-0.9
6172155,-0.9
6172488,-0.9
6172821,-0.9
6173154,-0.9
6173487,-0.9
6173820,-0.9
6174153,-0.9
6174486,-0.9
6174819,-0.9
6175152,-0.9
6175485,-0.9
6175818,-0.9
6176151,-1
6176484,-1
6176817,-1
6177150,-1
6177483,-1
6177816,-1
6178149,-1
6178482,-1
6178815,-1
6179148,-1
6179481,-1
6179814,-1
6180147,-1
6180813,-1
6181146,-1
6181479,-1.24
6181812,-1.24
6182145,-1.24
6182478,-1.24
6182811,-1.24
6183144,-1.24
6183477,-1.24
6183810,-1.24
6184143,-1.24
6184476,-1.24
6184809,-1.24
6185142,-1.24
6185475,-1.24
6185808,-1.24
6186141,-0.71
6186807,-0.71
6187140,-0.71
6187473,-0.71
6187806,-0.71
6188139,-0.71
6188472,-0.71
6188805,-0.71
6189138,-0.71
6189471,-0.71
6189804,-0.71
6190137,-0.71
6190470,-0.71
6190803,-0.71
6191136,-0.97
6191469,-0.97
6191802,-0.97
6192135,-0.97
6192801,-0.97
6193134,-0.97
6193467,-0.97
6193800,-0.97
6194133,-0.97
6194466,-0.97
6194799,-0.97
6195132,-0.97
6195465,-0.97
6195798,-0.98
6196131,-0.98
6196464,-0.98
6196797,-0.98
6197130,-0.98
6197463,-0.98
6197796,-0.98
6198129,-0.98
6198462,-0.98
6199128,-0.98
6199461,-0.98
6199794,-0.98
6200127,-0.98
6200460,-0.98
6200793,-0.75
6201126,-0.75
6201459,-0.75
6201792,-0.75
6202125,-0.75
6202458,-0.75
6202791,-0.75
6203124,-0.75
6203457,-0.75
6203790,-0.75
6204123,-0.75
6204456,-0.75
6205122,-0.75
6205455,-0.75
6205788,-0.75
6206121,-1.22
6206454,-1.22
6206787,-1.22
6207120,-1.22
6207453,-1.22
6207786,-1.22
6208119,-1.22
6208452,-1.22
6208785,-1.22
6209118,-1.22
6209451,-1.22
6209784,-1.22
6210117,-1.22
6210450,-1.22
6211116,-0.97
6211449,-0.97
6211782,-0.97
6212115,-0.97
6212448,-0.97
6212781,-0.97
6213114,-0.97
6213447,-0.97
6213780,-0.97
6214113,-0.97
6214446,-0.97
6214779,-0.97
6215112,-0.97
6215445,-0.97
6215778,-1.07
6216111,-1.07
6216444,-1.07
6217110,-1.07
6217443,-1.07
6217776,-1.07
6218109,-1.07
6218442,-1.07
6218775,-1.07
6219108,-1.07
6219441,-1.07
6219774,-1.07
6220107,-1.07
6220440,-1.07
6220773,-0.99
6221106,-0.99
6221439,-0.99
6221772,-0.99
6222105,-0.99
6222438,-0.99
6222771,-0.99
6223437,-0.99
6223770,-0.99
6224103,-0.99
6224436,-0.99
6224769,-0.99
6225102,-0.99
6225435,-0.99
6225768,-0.94
6226101,-0.94
6226434,-0.94
6226767,-0.94
6227100,-0.94
6227433,-0.94
6227766,-0.94
6228099,-0.94
6228432,-0.94
6228765,-0.94
6229431,-0.94
6229764,-0.94
6230097,-0.94
6230430,-0.94
6230763,-1.09
6231096,-1.09
6231429,-1.09
6231762,-1.09
6232095,-1.09
6232428,-1.09
6232761,-1.09
6233094,-1.09
6233427,-1.09
6233760,-1.09
6234093,-1.09
6234426,-1.09
6234759,-1.09
6235425,-1.09
6235758,-1.09
6236091,-0.97
6236424,-0.97
6236757,-0.97
6237090,-0.97
6237423,-0.97
6237756,-0.97
6238089,-0.97
6238422,-0.97
6238755,-0.97
6239088,-0.97
6239421,-0.97
6239754,-0.97
6240087,-0.97
6240420,-0.97
6240753,-1.11
6241086,-1.11
6241752,-1.11
6242085,-1.11
6242418,-1.11
6242751,-1.11
6243084,-1.11
6243417,-1.11
6243750,-1.11
6244083,-1.11
6244416,-1.11
6244749,-1.11
6245082,-1.11
6245415,-1.11
6245748,-1.31
6246081,-1.31
6246414,-1.31
6246747,-1.31
6247080,-1.31
6247746,-1.31
6248079,-1.31
6248412,-1.31
6248745,-1.31
6249078,-1.31
6249411,-1.31
6249744,-1.31
6250077,-1.31
6250410,-1.31
6250743,-1.04
6251076,-1.04
6251409,-1.04
6251742,-1.04
6252075,-1.04
6252408,-1.04
6252741,-1.04
6253074,-1.04
6253740,-1.04
6254073,-1.04
6254406,-1.04
6254739,-1.04
6255072,-1.04
6255405,-1.04
6255738,-0.93
6256071,-0.93
6256404,-0.93
6256737,-0.93
6257070,-0.93
6257403,-0.93
6257736,-0.93
6258069,-0.93
6258402,-0.93
6258735,-0.93
6259068,-0.93
6259734,-0.93
6260067,-0.93
6260400,-0.93
6260733,-1.07
6261066,-1.07
6261399,-1.07
6261732,-1.07
6262065,-1.07
6262398,-1.07
6262731,-1.07
6263064,-1.07
6263397,-1.07
6263730,-1.07
6264063,-1.07
6264396,-1.07
6264729,-1.07
6265062,-1.07
6265395,-1.04
6266061,-1.04
6266394,-1.04
6266727,-1.04
6267060,-1.04
6267393,-1.04
6267726,-1.04
6268059,-1.04
6268392,-1.04
6268725,-1.04
6269058,-1.04
6269391,-1.04
6269724,-1.04
6270057,-1.04
6270390,-1.22
6270723,-1.22
6271056,-1.22
6271389,-1.22
6272055,-1.22
6272388,-1.22
6272721,-1.22
6273054,-1.22
6273387,-1.22
6273720,-1.22
6274053,-1.22
6274386,-1.22
6274719,-1.22
6275052,-1.22
6275385,-1.1
6275718,-1.1
6276051,-1.1
6276384,-1.1
6276717,-1.1
6277050,-1.1
6277383,-1.1
6278049,-1.1
6278382,-1.1
6278715,-1.1
6279048,-1.1
6279381,-1.1
6279714,-1.1
6280047,-1.1
6280380,-0.74
6280713,-0.74
6281046,-0.74
6281379,-0.74
6281712,-0.74
6282045,-0.74
6282378,-0.74
6282711,-0.74
6283044,-0.74
6283377,-0.74
6283710,-0.74
6284376,-0.74
6284709,-0.74
6285042,-0.74
6285375,-1.13
6285708,-1.13
6286041,-1.13
6286374,-1.13
6286707,-1.13
6287040,-1.13
6287373,-1.13
6287706,-1.13
6288039,-1.13
6288372,-1.13
6288705,-1.13
6289038,-1.13
6289371,-1.13
6289704,-1.13
6290370,-1.13
6290703,-0.92
6291036,-0.92
6291369,-0.92
6291702,-0.92
6292035,-0.92
6292368,-0.92
6292701,-0.92
6293034,-0.92
6293367,-0.92
6293700,-0.92
6294033,-0.92
6294366,-0.92
6294699,-0.92
6295032,-0.92
6295365,-1.38
6295698,-1.38
6296364,-1.38
6296697,-1.38
6297030,-1.38
6297363,-1.38
6297696,-1.38
6298029,-1.38
6298362,-1.38
6298695,-1.38
6299028,-1.38
6299361,-1.38
6299694,-1.38
6300027,-1.38
6300360,-0.83
6300693,-0.83
6301026,-0.83
6301359,-0.83
6301692,-0.83
6302358,-0.83
6302691,-0.83
6303024,-0.83
6303357,-0.83
6303690,-0.83
6304023,-0.83
6304356,-0.83
6304689,-0.83
6305022,-0.83
6305355,-1.12
6305688,-1.12
6306021,-1.12
6306354,-1.12
6306687,-1.12
6307020,-1.12
6307353,-1.12
6307686,-1.12
6308019,-1.12
6308685,-1.12
6309018,-1.12
6309351,-1.12
6309684,-1.12
6310017,-1.12
6310350,-1.12
6310683,-1.12
6311016,-1.12
6311349,-1.12
6311682,-1.12
6312015,-1.12
6312348,-1.12
6312681,-1.12
6313014,-1.12
6313347,-1.12
6313680,-1.12
6314013,-1.12
6314679,-1.12
6315012,-1.12
6315345,-1.12
6315678,-1.04
6316011,-1.04
6316344,-1.04
6316677,-1.04
6317010,-1.04
6317343,-1.04
6317676,-1.04
6318009,-1.04
6318342,-1.04
6318675,-1.04
6319008,-1.04
6319341,-1.04
6319674,-1.04
6320007,-1.04
6320673,-1.21
6321006,-1.21
6321339,-1.21
6321672,-1.21
6322005,-1.21
6322338,-1.21
6322671,-1.21
6323004,-1.21
6323337,-1.21
6323670,-1.21
6324003,-1.21
6324336,-1.21
6324669,-1.21
6325002,-1.21
6325335,-0.95
6325668,-0.95
6326001,-0.95
6326334,-0.95
6327000,-0.95
6327333,-0.95
6327666,-0.95
6327999,-0.95
6328332,-0.95
6328665,-0.95
6328998,-0.95
6329331,-0.95
6329664,-0.95
6329997,-0.95
6330330,-1.13
6330663,-1.13
6330996,-1.13
6331329,-1.13
6331662,-1.13
6331995,-1.13
6332328,-1.13
6332994,-1.13
6333327,-1.13
6333660,-1.13
6333993,-1.13
6334326,-1.13
6334659,-1.13
6334992,-1.13
6335325,-0.87
6335658,-0.87
6335991,-0.87
6336324,-0.87
6336657,-0.87
6336990,-0.87
6337323,-0.87
6337656,-0.87
6337989,-0.87
6338322,-0.87
6338988,-0.87
6339321,-0.87
6339654,-0.87
6339987,-1.18
6340320,-1.18
6340653,-1.18
6340986,-1.18
6341319,-1.18
6341652,-1.18
6341985,-1.18
6342318,-1.18
6342651,-1.18
6342984,-1.18
6343317,-1.18
6343650,-1.18
6343983,-1.18
6344316,-1.18
6344982,-1.18
6345315,-1.09
6345648,-1.09
6345981,-1.09
6346314,-1.09
6346647,-1.09
6346980,-1.09
6347313,-1.09
6347646,-1.09
6347979,-1.09
6348312,-1.09
6348645,-1.09
6348978,-1.09
6349311,-1.09
6349644,-1.09
6349977,-0.77
6350310,-0.77
6350643,-0.77
6351309,-0.77
6351642,-0.77
6351975,-0.77
6352308,-0.77
6352641,-0.77
6352974,-0.77
6353307,-0.77
6353640,-0.77
6353973,-0.77
6354306,-0.77
6354639,-0.77
6354972,-1.23
6355305,-1.23
6355638,-1.23
6355971,-1.23
6356304,-1.23
6356637,-1.23
6357303,-1.23
6357636,-1.23
6357969,-1.23
6358302,-1.23
6358635,-1.23
6358968,-1.23
6359301,-1.23
6359634,-1.23
6359967,-1.28
6360300,-1.28
6360633,-1.28
6360966,-1.28
6361299,-1.28
6361632,-1.28
6361965,-1.28
6362298,-1.28
6362631,-1.28
6363297,-1.28
6363630,-1.28
6363963,-1.28
6364296,-1.28
6364629,-1.28
6364962,-0.94
6365295,-0.94
6365628,-0.94
6365961,-0.94
6366294,-0.94
6366627,-0.94
6366960,-0.94
6367293,-0.94
6367626,-0.94
6367959,-0.94
6368292,-0.94
6368625,-0.94
6368958,-0.94
6369624,-0.94
6369957,-0.94
6370290,-1.18
6370623,-1.18
6370956,-1.18
6371289,-1.18
6371622,-1.18
6371955,-1.18
6372288,-1.18
6372621,-1.18
6372954,-1.18
6373287,-1.18
6373620,-1.18
6373953,-1.18
6374286,-1.18
6374619,-1.18
6374952,-1.12
6375618,-1.12
6375951,-1.12
6376284,-1.12
6376617,-1.12
6376950,-1.12
6377283,-1.12
6377616,-1.12
6377949,-1.12
6378282,-1.12
6378615,-1.12
6378948,-1.12
6379281,-1.12
6379614,-1.12
6379947,-1.12
6380280,-1.12
6380613,-1.12
6380946,-1.12
6381612,-1.12
6381945,-1.12
6382278,-1.12
6382611,-1.12
6382944,-1.12
6383277,-1.12
6383610,-1.12
6383943,-1.12
6384276,-1.12
6384609,-1.12
6384942,-1.26
6385275,-1.26
6385608,-1.26
6385941,-1.26
6386274,-1.26
6386607,-1.26
6386940,-1.26
6387606,-1.26
6387939,-1.26
6388272,-1.26
6388605,-1.26
6388938,-1.26
6389271,-1.26
6389604,-1.26
6389937,-1
6390270,-1
6390603,-1
6390936,-1
6391269,-1
6391602,-1
6391935,-1
6392268,-1
6392601,-1
6392934,-1
6393267,-1
6393933,-1
6394266,-1
6394599,-1
6394932,-0.88
6395265,-0.88
6395598,-0.88
6395931,-0.88
6396264,-0.88
6396597,-0.88
6396930,-0.88
6397263,-0.88
6397596,-0.88
6397929,-0.88
6398262,-0.88
6398595,-0.88
6398928,-0.88
6399261,-0.88
6399927,-0.88
6400260,-0.83
6400593,-0.83
6400926,-0.83
6401259,-0.83
6401592,-0.83
6401925,-0.83
6402258,-0.83
6402591,-0.83
6402924,-0.83
6403257,-0.83
6403590,-0.83
6403923,-0.83
6404256,-0.83
6404589,-0.83
6404922,-1.25
6405255,-1.25
6405921,-1.25
6406254,-1.25
6406587,-1.25
6406920,-1.25
6407253,-1.25
6407586,-1.25
6407919,-1.25
6408252,-1.25
6408585,-1.25
6408918,-1.25
6409251,-1.25
6409584,-0.96
6409917,-0.96
6410250,-0.96
6410583,-0.96
6410916,-0.96
6411249,-0.96
6411582,-0.96
6412248,-0.96
6412581,-0.96
6412914,-0.96
6413247,-0.96
6413580,-0.96
6413913,-0.96
6414246,-0.96
6414579,-1.18
6414912,-1.18
6415245,-1.18
6415578,-1.18
6415911,-1.18
6416244,-1.18
6416577,-1.18
6416910,-1.18
6417243,-1.18
6417576,-1.18
6418242,-1.18
6418575,-1.18
6418908,-1.18
6419241,-1.18
6419574,-1.03
6419907,-1.03
6420240,-1.03
6420573,-1.03
6420906,-1.03
6421239,-1.03
6421572,-1.03
6421905,-1.03
6422238,-1.03
6422571,-1.03
6422904,-1.03
6423237,-1.03
6423570,-1.03
6424236,-1.03
6424569,-1.03
6424902,-0.87
6425235,-0.87
6425568,-0.87
6425901,-0.87
6426234,-0.87
6426567,-0.87
6426900,-0.87
6427233,-0.87
6427566,-0.87
6427899,-0.87
6428232,-0.87
6428565,-0.87
6428898,-0.87
6429231,-0.87
6429564,-0.9
6430230,-0.9
6430563,-0.9
6430896,-0.9
6431229,-0.9
6431562,-0.9
6431895,-0.9
6432228,-0.9
6432561,-0.9
6432894,-0.9
6433227,-0.9
6433560,-0.9
6433893,-0.9
6434226,-0.9
6434559,-1.35
6434892,-1.35
6435225,-1.35
6435558,-1.35
6435891,-1.35
6137856,-1.35
6436557,-1.35
6436890,-1.35
6437223,0.529
6437556,-1.35
6437889,-1.35
6438222,-1.35
6438555,-1.35
6438888,-1.35
6439221,-1.35
6439554,-0.97
6439887,-0.97
6440220,-0.97
6440553,-0.97
6440886,-0.97
6441219,-0.97
6441552,-0.97
6441885,-0.97
6442551,-0.97
6442884,-0.97
6443217,-0.97
6443550,-0.97
6443883,-0.97
6444216,-0.97
6444549,-1.25
6444882,-1.25
6445215,-1.25
6445548,-1.25
6445881,-1.25
6446214,-1.25
6446547,-1.25
6446880,-1.25
6447213,-1.25
6447546,-1.25
6447879,-1.25
6448545,-1.25
6448878,-1.25
6449211,-1.25
6449544,-0.97
6449877,-0.97
6450210,-0.97
6450543,-0.97
6450876,-0.97
6451209,-0.97
6451542,-0.97
6451875,-0.97
6452208,-0.97
6452541,-0.97
6452874,-0.97
6453207,-0.97
6453540,-0.97
6453873,-0.97
6454206,-0.97
6454872,-1.36
6455205,-1.36
